"","Site","Time","Season","success","failure"
"4426","8C",4,"S",0,151
"4427","8C",5,"F",0,109
"4428","8C",5,"S",0,151
"4429","8C",6,"F",0,109
"4430","8C",6,"S",1,150
"4431","8C",7,"F",1,108
"4432","8C",7,"S",0,151
"4433","8C",8,"F",0,109
"4434","8C",8,"S",0,151
"4435","8C",9,"F",0,109
"4436","8C",9,"S",0,151
"4437","8C",10,"F",0,109
"4438","8C",10,"S",0,151
"4439","8C",11,"F",0,109
"4440","8C",11,"S",0,151
"4441","8C",12,"F",0,109
"4442","8C",12,"S",0,151
"4443","8C",13,"F",0,109
"4444","8C",13,"S",0,151
"4445","8C",14,"F",0,109
"4446","8C",14,"S",2,149
"4447","8C",15,"F",0,109
"4448","8C",15,"S",1,150
"4449","8C",16,"F",0,109
"4450","8C",16,"S",1,150
"4451","8C",17,"F",0,109
"4452","8C",17,"S",0,151
"4453","8C",18,"F",0,109
"4454","8C",18,"S",0,151
"4455","8C",19,"F",0,109
"4456","8C",19,"S",0,151
"4457","8C",20,"F",0,109
"4458","8C",20,"S",0,151
"4459","8C",21,"F",0,109
"4460","8C",21,"S",2,149
"4461","8C",22,"F",0,109
"4462","8C",22,"S",0,151
"4463","8C",23,"F",0,109
"4464","8C",23,"S",0,151
"4465","8D",0,"F",0,104
"4466","8D",0,"S",0,81
"4467","8D",1,"F",0,104
"4468","8D",1,"S",0,81
"4469","8D",2,"F",0,104
"4470","8D",2,"S",0,81
"4471","8D",3,"F",0,104
"4472","8D",3,"S",0,81
"4473","8D",4,"F",0,104
"4474","8D",4,"S",0,81
"4475","8D",5,"F",0,104
"4476","8D",5,"S",0,81
"4477","8D",6,"F",0,104
"4478","8D",6,"S",0,81
"4479","8D",7,"F",0,104
"4480","8D",7,"S",0,81
"4481","8D",8,"F",0,104
"4482","8D",8,"S",0,81
"4483","8D",9,"F",0,104
"4484","8D",9,"S",0,81
"4485","8D",10,"F",0,104
"4486","8D",10,"S",0,81
"4487","8D",11,"F",0,104
"4488","8D",11,"S",2,79
"4489","8D",12,"F",0,104
"4490","8D",12,"S",0,81
"4491","8D",13,"F",0,104
"4492","8D",13,"S",0,81
"4493","8D",14,"F",0,104
"4494","8D",14,"S",0,81
"4495","8D",15,"F",0,104
"4496","8D",15,"S",0,81
"4497","8D",16,"F",0,104
"4498","8D",16,"S",0,81
"4499","8D",17,"F",0,104
"4500","8D",17,"S",0,81
"4501","8D",18,"F",0,104
"4502","8D",18,"S",0,81
"4503","8D",19,"F",0,104
"4504","8D",19,"S",0,81
"4505","8D",20,"F",0,104
"4506","8D",20,"S",1,80
"4507","8D",21,"F",0,104
"4508","8D",21,"S",0,81
"4509","8D",22,"F",0,104
"4510","8D",22,"S",0,81
"4511","8D",23,"F",0,104
"4512","8D",23,"S",0,81
"4513","8E",0,"F",0,106
"4514","8E",0,"S",0,165
"4515","8E",1,"F",0,106
"4516","8E",1,"S",0,165
"4517","8E",2,"F",0,106
"4518","8E",2,"S",0,165
"4519","8E",3,"F",0,106
"4520","8E",3,"S",0,165
"4521","8E",4,"F",0,106
"4522","8E",4,"S",0,165
"4523","8E",5,"F",0,106
"4524","8E",5,"S",0,165
"4525","8E",6,"F",0,106
"4526","8E",6,"S",0,165
"4527","8E",7,"F",0,106
"4528","8E",7,"S",0,165
"4529","8E",8,"F",1,105
"4530","8E",8,"S",0,165
"4531","8E",9,"F",0,106
"4532","8E",9,"S",0,165
"4533","8E",10,"F",0,106
"4534","8E",10,"S",0,165
"4535","8E",11,"F",0,106
"4536","8E",11,"S",0,165
"4537","8E",12,"F",0,106
"4538","8E",12,"S",0,165
"4539","8E",13,"F",0,106
"4540","8E",13,"S",0,165
"4541","8E",14,"F",0,106
"4542","8E",14,"S",0,165
"4543","8E",15,"F",0,106
"4544","8E",15,"S",0,165
"4545","8E",16,"F",0,106
"4546","8E",16,"S",0,165
"4547","8E",17,"F",0,106
"4548","8E",17,"S",0,165
"4549","8E",18,"F",1,105
"4550","8E",18,"S",0,165
"4551","8E",19,"F",0,106
"4552","8E",19,"S",0,165
"4553","8E",20,"F",0,106
"4554","8E",20,"S",0,165
"4555","8E",21,"F",0,106
"4556","8E",21,"S",0,165
"4557","8E",22,"F",0,106
"4558","8E",22,"S",0,165
"4559","8E",23,"F",0,106
"4560","8E",23,"S",0,165
"4561","9A",0,"F",0,99
"4562","9A",0,"S",0,174
"4563","9A",1,"F",0,99
"4564","9A",1,"S",0,174
"4565","9A",2,"F",0,99
"4566","9A",2,"S",0,174
"4567","9A",3,"F",0,99
"4568","9A",3,"S",0,174
"4569","9A",4,"F",1,98
"4570","9A",4,"S",0,174
"4571","9A",5,"F",0,99
"4572","9A",5,"S",0,174
"4573","9A",6,"F",0,99
"4574","9A",6,"S",2,172
"4575","9A",7,"F",0,99
"4576","9A",7,"S",0,174
"4577","9A",8,"F",0,99
"4578","9A",8,"S",0,174
"4579","9A",9,"F",0,99
"4580","9A",9,"S",1,173
"4581","9A",10,"F",0,99
"4582","9A",10,"S",0,174
"4583","9A",11,"F",0,99
"4584","9A",11,"S",0,174
"4585","9A",12,"F",1,98
"4586","9A",12,"S",0,174
"4587","9A",13,"F",0,99
"4588","9A",13,"S",0,174
"4589","9A",14,"F",0,99
"4590","9A",14,"S",0,174
"4591","9A",15,"F",0,99
"4592","9A",15,"S",0,174
"4593","9A",16,"F",0,99
"4594","9A",16,"S",0,174
"4595","9A",17,"F",0,99
"4596","9A",17,"S",0,174
"4597","9A",18,"F",1,98
"4598","9A",18,"S",0,174
"4599","9A",19,"F",2,97
"4600","9A",19,"S",0,174
"4601","9A",20,"F",0,99
"4602","9A",20,"S",1,173
"4603","9A",21,"F",0,99
"4604","9A",21,"S",0,174
"4605","9A",22,"F",1,98
"4606","9A",22,"S",1,173
"4607","9A",23,"F",0,99
"4608","9A",23,"S",0,174
"4609","9B",0,"F",1,96
"4610","9B",0,"S",0,113
"4611","9B",1,"F",0,97
"4612","9B",1,"S",0,113
"4613","9B",2,"F",1,96
"4614","9B",2,"S",0,113
"4615","9B",3,"F",0,97
"4616","9B",3,"S",0,113
"4617","9B",4,"F",0,97
"4618","9B",4,"S",0,113
"4619","9B",5,"F",0,97
"4620","9B",5,"S",0,113
"4621","9B",6,"F",1,96
"4622","9B",6,"S",2,111
"4623","9B",7,"F",0,97
"4624","9B",7,"S",0,113
"4625","9B",8,"F",0,97
"4626","9B",8,"S",1,112
"4627","9B",9,"F",0,97
"4628","9B",9,"S",1,112
"4629","9B",10,"F",0,97
"4630","9B",10,"S",1,112
"4631","9B",11,"F",0,97
"4632","9B",11,"S",0,113
"4633","9B",12,"F",0,97
"4634","9B",12,"S",0,113
"4635","9B",13,"F",0,97
"4636","9B",13,"S",0,113
"4637","9B",14,"F",0,97
"4638","9B",14,"S",0,113
"4639","9B",15,"F",0,97
"4640","9B",15,"S",0,113
"4641","9B",16,"F",0,97
"4642","9B",16,"S",0,113
"4643","9B",17,"F",0,97
"4644","9B",17,"S",0,113
"4645","9B",18,"F",0,97
"4646","9B",18,"S",0,113
"4647","9B",19,"F",1,96
"4648","9B",19,"S",2,111
"4649","9B",20,"F",1,96
"4650","9B",20,"S",0,113
"4651","9B",21,"F",1,96
"4652","9B",21,"S",1,112
"4653","9B",22,"F",1,96
"4654","9B",22,"S",0,113
"4655","9B",23,"F",0,97
"4656","9B",23,"S",0,113
"4657","9C",0,"F",0,104
"4658","9C",0,"S",0,176
"4659","9C",1,"F",0,104
"4660","9C",1,"S",0,176
"4661","9C",2,"F",1,103
"4662","9C",2,"S",0,176
"4663","9C",3,"F",0,104
"4664","9C",3,"S",0,176
"4665","9C",4,"F",0,104
"4666","9C",4,"S",0,176
"4667","9C",5,"F",0,104
"4668","9C",5,"S",0,176
"4669","9C",6,"F",0,104
"4670","9C",6,"S",1,175
"4671","9C",7,"F",0,104
"4672","9C",7,"S",1,175
"4673","9C",8,"F",0,104
"4674","9C",8,"S",2,174
"4675","9C",9,"F",0,104
"4676","9C",9,"S",1,175
"4677","9C",10,"F",1,103
"4678","9C",10,"S",1,175
"4679","9C",11,"F",0,104
"4680","9C",11,"S",0,176
"4681","9C",12,"F",0,104
"4682","9C",12,"S",0,176
"4683","9C",13,"F",0,104
"4684","9C",13,"S",0,176
"4685","9C",14,"F",0,104
"4686","9C",14,"S",0,176
"4687","9C",15,"F",0,104
"4688","9C",15,"S",0,176
"4689","9C",16,"F",0,104
"4690","9C",16,"S",0,176
"4691","9C",17,"F",0,104
"4692","9C",17,"S",1,175
"4693","9C",18,"F",0,104
"4694","9C",18,"S",1,175
"4695","9C",19,"F",0,104
"4696","9C",19,"S",2,174
"4697","9C",20,"F",1,103
"4698","9C",20,"S",2,174
"4699","9C",21,"F",1,103
"4700","9C",21,"S",2,174
"4701","9C",22,"F",0,104
"4702","9C",22,"S",2,174
"4703","9C",23,"F",0,104
"4704","9C",23,"S",0,176
"4705","9D",0,"F",0,49
"4706","9D",0,"S",0,148
"4707","9D",1,"F",1,48
"4708","9D",1,"S",0,148
"4709","9D",2,"F",0,49
"4710","9D",2,"S",0,148
"4711","9D",3,"F",0,49
"4712","9D",3,"S",0,148
"4713","9D",4,"F",0,49
"4714","9D",4,"S",0,148
"4715","9D",5,"F",0,49
"4716","9D",5,"S",1,147
"4717","9D",6,"F",0,49
"4718","9D",6,"S",1,147
"4719","9D",7,"F",0,49
"4720","9D",7,"S",1,147
"4721","9D",8,"F",0,49
"4722","9D",8,"S",1,147
"4723","9D",9,"F",0,49
"4724","9D",9,"S",0,148
"4725","9D",10,"F",0,49
"4726","9D",10,"S",1,147
"4727","9D",11,"F",0,49
"4728","9D",11,"S",0,148
"4729","9D",12,"F",0,49
"4730","9D",12,"S",1,147
"4731","9D",13,"F",0,49
"4732","9D",13,"S",0,148
"4733","9D",14,"F",0,49
"4734","9D",14,"S",0,148
"4735","9D",15,"F",1,48
"4736","9D",15,"S",0,148
"4737","9D",16,"F",0,49
"4738","9D",16,"S",1,147
"4739","9D",17,"F",0,49
"4740","9D",17,"S",0,148
"4741","9D",18,"F",0,49
"4742","9D",18,"S",0,148
"4743","9D",19,"F",0,49
"4744","9D",19,"S",2,146
"4745","9D",20,"F",0,49
"4746","9D",20,"S",0,148
"4747","9D",21,"F",0,49
"4748","9D",21,"S",1,147
"4749","9D",22,"F",1,48
"4750","9D",22,"S",1,147
"4751","9D",23,"F",0,49
"4752","9D",23,"S",0,148
"4753","9E",0,"F",0,51
"4754","9E",0,"S",0,115
"4755","9E",1,"F",0,51
"4756","9E",1,"S",0,115
"4757","9E",2,"F",0,51
"4758","9E",2,"S",0,115
"4759","9E",3,"F",0,51
"4760","9E",3,"S",0,115
"4761","9E",4,"F",0,51
"4762","9E",4,"S",0,115
"4763","9E",5,"F",0,51
"4764","9E",5,"S",1,114
"4765","9E",6,"F",0,51
"4766","9E",6,"S",0,115
"4767","9E",7,"F",0,51
"4768","9E",7,"S",0,115
"4769","9E",8,"F",0,51
"4770","9E",8,"S",1,114
"4771","9E",9,"F",0,51
"4772","9E",9,"S",0,115
"4773","9E",10,"F",0,51
"4774","9E",10,"S",0,115
"4775","9E",11,"F",0,51
"4776","9E",11,"S",0,115
"4777","9E",12,"F",0,51
"4778","9E",12,"S",0,115
"4779","9E",13,"F",0,51
"4780","9E",13,"S",0,115
"4781","9E",14,"F",0,51
"4782","9E",14,"S",0,115
"4783","9E",15,"F",0,51
"4784","9E",15,"S",0,115
"4785","9E",16,"F",0,51
"4786","9E",16,"S",0,115
"4787","9E",17,"F",0,51
"4788","9E",17,"S",0,115
"4789","9E",18,"F",0,51
"4790","9E",18,"S",0,115
"4791","9E",19,"F",0,51
"4792","9E",19,"S",0,115
"4793","9E",20,"F",1,50
"4794","9E",20,"S",1,114
"4795","9E",21,"F",0,51
"4796","9E",21,"S",1,114
"4797","9E",22,"F",1,50
"4798","9E",22,"S",0,115
"4799","9E",23,"F",0,51
"4800","9E",23,"S",0,115
